etas,w,v,R_ibs,c_ind,cv_loss
6.0,0.06384800889060628,0.13531773546129214,0.9160154182058445,0.5949280346566991,1.0230987490367194
5.99,0.06393985159720163,0.13550640005466416,0.915953861790381,0.5949331629045627,1.0230890294202368
5.98,0.06403196251974476,0.1356956044338042,0.9158922683500882,0.5949350859975115,1.023079315368448
5.970000000000001,0.0641243428385453,0.13588535092146767,0.9158306384162213,0.5949389321834092,1.0230696070909575
5.960000000000001,0.06421699375132625,0.13607564190019636,0.9157689723476692,0.5949447014622558,1.02305990476336
5.950000000000001,0.06430991646299615,0.13626647976676676,0.9157072705079975,0.5949479066171706,1.0230502085631996
5.940000000000001,0.06440311218570344,0.13645786693229817,0.915645533265497,0.5949491886791364,1.0230405186699911
5.9300000000000015,0.06449658213889145,0.13664980582236164,0.9155837609932376,0.5949517528030682,1.0230308352652424
5.920000000000002,0.06459032754935391,0.1368422988770902,0.9155219540691175,0.594954957957983,1.023021158532476
5.910000000000002,0.06468434965129093,0.13703534855128993,0.9154601128759174,0.5949581631128977,1.023011488657251
5.900000000000002,0.0647786496863654,0.13722895731455215,0.915398237801355,0.5949626503297784,1.0230018258271871
5.890000000000002,0.0648732289037602,0.13742312765136655,0.9153363292381329,0.5949658554846932,1.0229921702319864
5.880000000000003,0.06496808856023556,0.13761786206123555,0.9152743875840005,0.5949690606396079,1.022982522063457
5.870000000000003,0.06506322992018729,0.13781316305878966,0.9152124132418032,0.5949703427015738,1.0229728815155366
5.860000000000003,0.06515865425570533,0.13800903317390373,0.9151504066195408,0.5949735478564886,1.0229632487843159
5.850000000000003,0.06525436284663294,0.13820547495181446,0.9150883681304225,0.5949780350733692,1.0229536240680628
5.840000000000003,0.06535035698062647,0.1384024909532393,0.9150262981929245,0.5949831633212328,1.0229440075672471
5.830000000000004,0.06544663795321551,0.1386000837544957,0.9149641972308465,0.5949850864141817,1.0229343994845654
5.820000000000004,0.06554320706786392,0.13879825594762235,0.9149020656733712,0.5949908556930282,1.0229248000249642
5.810000000000004,0.06564006563603109,0.13899701014050092,0.91483990395512,0.5949895736310623,1.0229152093956684
5.800000000000004,0.06573721497723403,0.1391963489569793,0.9147777125162189,0.5949921377549942,1.022905627806203
5.7900000000000045,0.06583465641910985,0.13939627503699586,0.9147154918023507,0.5949953429099089,1.022896055468423
5.780000000000005,0.065932391297479,0.13959679103670497,0.9146532422648203,0.5950004711577724,1.0228864925965364
5.770000000000005,0.06603042095640903,0.13979789962860362,0.9145909643606177,0.5950049583746532,1.0228769394071324
5.760000000000005,0.06612874674827889,0.13999960350165935,0.9145286585524758,0.5950088045605508,1.0228673961192083
5.750000000000005,0.06622737003384394,0.14020190536143928,0.9144663253089388,0.5950132917774315,1.0228578629541953
5.7400000000000055,0.0663262921823015,0.1404048079302404,0.9144039651044206,0.595019702087261,1.022848340135988
