etas,w_mean,w_std,v_mean,v_std,R_ibs_mean,R_ibs_std,c_ind_mean,c_ind_std
6.0,0.06567376496024196,0.00504215397446813,0.16946168831965533,0.005006537879399362,0.9800075102877746,0.01701678185681613,0.5829384780557634,0.020895819697131213
5.796551724137931,0.06735096280058434,0.005168487989940077,0.17366379392296294,0.005107189327969507,0.9797536977249172,0.01741870636538657,0.5829986661027425,0.02090864644473441
5.593103448275862,0.0691213437529798,0.00530183640361874,0.17809800187889724,0.005212870659757783,0.9795023520740329,0.017841500312050004,0.5830536486970102,0.020900017668507766
5.389655172413793,0.07099325508555106,0.005442835709618793,0.18278535295020068,0.00532402961754416,0.9792553325300422,0.01828692217846876,0.5830965936818816,0.020917665137736446
5.186206896551724,0.07297610714082607,0.005592205340109404,0.18774963324612076,0.0054411738061570245,0.9790149584108018,0.01875694196867621,0.5831112340176335,0.020896792120972205
4.982758620689655,0.07508055290321605,0.00575076211066741,0.19301785326939921,0.005564881497497265,0.9787841266407844,0.019253775028223546,0.5831551550248886,0.020886160314565368
4.779310344827586,0.07731870606237576,0.005919437874728735,0.19862083347513226,0.00569581496366785,0.9785664630974114,0.019779922768071598,0.5832673975989849,0.02084062922764209
4.575862068965517,0.07970440775786267,0.006099301274033094,0.2045939257653516,0.00583473701790984,0.9783665192845813,0.020338222008593164,0.5832849660018871,0.020798530884991572
4.372413793103448,0.08225355542977103,0.006291584764462141,0.21097791000015031,0.005982531712002609,0.9781900300835445,0.020931905200978394,0.5833588183622346,0.020789959768206585
4.168965517241379,0.08498451167908799,0.006497718509085769,0.21782011821268044,0.006140230475770593,0.9780442546817918,0.02156467449816748,0.5833737840387808,0.02074836638924566
3.96551724137931,0.08791861730160992,0.006719373315029969,0.22517585846673838,0.006309045462913414,0.9779384320917572,0.02224079363102372,0.5834089208445846,0.0206733670948875
3.762068965517241,0.09108084153606598,0.0069585156332512,0.23311023796124242,0.006490412563068389,0.977884396546385,0.022965202912714595,0.5834258385658977,0.020687961228713945
3.5586206896551724,0.09450061534494139,0.007217478872889457,0.24170052532825836,0.006686047525049089,0.9778974190006121,0.02374366470720021,0.5834599993493185,0.0206509163723149
3.3551724137931034,0.09821291229188453,0.007499057129679726,0.25103925223740403,0.006898020147983367,0.9779973733598214,0.024582949042018444,0.5835358037544327,0.020687242575190005
3.1517241379310343,0.10225966953643162,0.007806630229862427,0.2612383452449297,0.007128853976773051,0.9782103766813285,0.02549107413178109,0.5834983895630672,0.020646805708224875
2.9482758620689653,0.10669168418618556,0.008144333362845549,0.2724347210041541,0.0073816618884143675,0.9785711350714885,0.026477621286305264,0.5834987149038617,0.020614415830062825
2.7448275862068963,0.11157118678849985,0.008517291635974474,0.284798001756659,0.007660334661339532,0.9791263609356323,0.027554153029342252,0.583504245697368,0.020587348153954747
2.5413793103448272,0.11697540080509589,0.008931951348715113,0.29854137627357513,0.00796980765833424,0.9799398554511286,0.028734777927674957,0.5834528418518398,0.020578340626390485
2.337931034482758,0.12300157346078797,0.009396559525900208,0.3139372520627721,0.008316447464555765,0.9811002500578013,0.0300369259285476,0.5833920031232716,0.020553618127771775
2.134482758620689,0.12977426575560047,0.00992187792187755,0.33134042962846694,0.008708627160184694,0.9827331222012178,0.03148243344739948,0.5833337671210593,0.020481721646663224
1.93103448275862,0.1374562277671713,0.010522281720519656,0.3512235089171161,0.009157609801344526,0.9850205635563684,0.03309909446968501,0.5831870384227479,0.020372009090871297
1.727586206896551,0.14626519014285325,0.011217517106296038,0.3742330263321382,0.009678958410402831,0.9882339739507227,0.0349229320729275,0.5829771936103066,0.020398637274792623
1.524137931034482,0.1565008861399587,0.01203564625833954,0.40128250103110014,0.010294898854075066,0.9927914905435812,0.03700162106285286,0.5827029313205582,0.020434153593969037
1.320689655172413,0.16859081065333129,0.01301826736962663,0.43371526345645967,0.011038545070264968,0.9993640734532362,0.03939983934745636,0.5822962553274558,0.020297375409661644
1.1172413793103448,0.18317287472130014,0.01423043263429907,0.4736094869701026,0.011962164103823199,1.0090849108203077,0.04220809482378502,0.5818362234440576,0.02029411855120155
0.9137931034482758,0.20125795376940223,0.01578122607100671,0.5244024405949582,0.013155517066361542,1.0239994653257114,0.04555872920794659,0.5810963984774051,0.020367658556130194
0.7103448275862068,0.22458967896131374,0.017871753652974706,0.5923315761014539,0.01479422582367681,1.048149700182315,0.04966111837294431,0.5799921918209325,0.02037657397978524
0.5068965517241377,0.2565958569506678,0.020927921171866253,0.6904040717024382,0.017299193207137988,1.0906535196458111,0.054915191765214616,0.5781813449588444,0.020565231846257876
0.3034482758620687,0.30579970191870176,0.026095771706043363,0.8531075785093091,0.02203530602386161,1.1771811926216493,0.06254123684865613,0.5750831245729902,0.021009977167234226
0.1,0.4108212011225126,0.03900065039540511,1.246612764764696,0.03654051093334923,1.4308490130936686,0.08108435362775802,0.5686989621628655,0.021724692880213226
