etas,w,v,R_ibs,c_ind,cv_loss
6.0,0.06694419584929776,0.15521644774583118,0.9392280674369353,0.5765267077419951,1.024269555105307
5.75691910179026,0.06930671880436311,0.16056368320397701,0.9390522380595181,0.5765905329279092,1.0244960206156148
5.523686257426261,0.0717390164263988,0.1660654513739133,0.9389809989377942,0.576638246901845,1.0247637693147806
5.299902487945599,0.07424236211168009,0.17172481096836184,0.9390213116075038,0.5766853412137816,1.0250761923125205
5.085184978413291,0.07681801223043372,0.17754483388650516,0.9391802512908093,0.5767299568777214,1.0254368917031043
4.8791664230607275,0.07946720320472514,0.1835286027647708,0.9394649841838044,0.5767882051056431,1.025849690455309
4.681494396955325,0.08219115119992274,0.18967921406398958,0.9398827525904251,0.576851410629558,1.0263186449256154
4.491830753126031,0.08499104909010563,0.19599977544847896,0.9404408504465639,0.5769003639274921,1.0268480558689812
4.309851044113363,0.08786806481337445,0.20249340604202395,0.9411466019598774,0.5769641891134062,1.0274424809965315
4.135243966954485,0.09082333949721558,0.2091632361481825,0.9420073385442272,0.577004467143352,1.028106747923914
3.9677108306538678,0.09385798562884926,0.21601240698295932,0.9430303750214509,0.5770484631452928,1.0288459677385804
3.806965045228558,0.09697308527670953,0.2230440704059729,0.9442229852649757,0.5770986557672252,1.0296655492224942
3.6527316314540172,0.10016968836882056,0.23026138863552442,0.9455923774741806,0.5771457500791618,1.030571213769896
3.504746750471856,0.10344881133263939,0.23766753459558745,0.9471456705471304,0.5771990410110901,1.0315690113868001
3.3627572524547946,0.10681143433015573,0.24526568896031348,0.948889864280544,0.5772294044490492,1.032665335797144
3.2265202435567897,0.11025850146436518,0.2530590435424159,0.9508318220402184,0.577269682478995,1.0338669436685857
3.0958026704075077,0.11379091820640377,0.26105079830872463,0.9529782419259919,0.5773130588189366,1.035180971518979
2.9703809214403787,0.11740955031162617,0.2692441614116317,0.955335634538561,0.5773366059749049,1.0366149551507693
2.850040444372245,0.12111522254407535,0.2776423485159851,0.9579103005231168,0.5773601531308732,1.038176849800805
2.73457537918023,0.1249087174915304,0.2862485820249445,0.9607083092667513,0.5773874182588365,1.0398750513892445
2.623788205948001,0.12879077447585952,0.29506609020022306,0.9637354789603285,0.5774016704848174,1.0417184189510813
2.5174894069790072,0.1327620885635204,0.3040981061746853,0.9669973582237894,0.5774214996687906,1.0437162983427646
2.41549714259868,0.13682331004745885,0.31334786773035417,0.9704992109707404,0.5774320339227765,1.0458785478451713
2.3176369400910217,0.1409750422441155,0.32281861270102596,0.9742459957706583,0.5774444271627598,1.0482155627081722
2.223741395237455,0.14521784292552264,0.3325135826381049,0.9782423619657372,0.5774500041207523,1.0507383063200424
2.1336498859473716,0.14955222241440846,0.3424360181778282,0.982492633387235,0.5774500041207523,1.053458338212464
2.0472082974905055,0.15397864349842566,0.3525891583345878,0.9870008015275723,0.5774456664867581,1.0563878463891572
1.964268758861101,0.15849752113498233,0.36297623890875474,0.9917705195803375,0.5774357518947715,1.0595396812551454
1.8846893898228865,0.163109222280982,0.3736004907950857,0.996805098783761,0.5774233586547881,1.0629273918051303
1.808334058202134,0.16781406584631958,0.384465138183136,1.002107507035914,0.577404149132814,1.066565264271655
1.7350721470136277,0.17261232276779745,0.3955733966349181,1.0076803697071557,0.5773849396108399,1.070468363451509
1.6647783310211648,0.1775042161976939,0.4069284710179457,1.0135259725317463,0.5773551958348799,1.074652576947439
1.5973323623503755,0.18248992247400903,0.4185335548694192,1.0196462655414666,0.5773266913829183,1.079134662776702
1.5326188647871062,0.18756956891032012,0.43039182174416646,1.0260428722967034,0.5772870330149716,1.0839322992828562
1.470527136409499,0.1927432385926397,0.4425064327839263,1.032717092736625,0.5772467549850259,1.0890641410945934
1.4109509602161294,0.19801096676226046,0.4548805238764442,1.039669918882913,0.5772039983070835,1.0945498769599427
1.3537884224262573,0.20337274381502285,0.46751720797611585,1.0469020407744196,0.5771432714311652,1.1004102932297424
1.2989417381413706,0.20882851524626186,0.4804195697042661,1.0544138580444509,0.5770813052312486,1.1066673415381851
